Date,City,State,AreaType,School,Fatalities,Wounded,Desc
1/14/2020,Fort Worth,Texas,No Info,High School,0,2.0,An adult male and a 10-year old child were injured at North Crowley Ninth Grade Campus after a youth basketball game.
1/23/2020,Oxnard,California,No Info,Elementary School,0,1.0,No Info
2/3/2020,Commerce,Texas,No Info,College,2,1.0,"Jacques Dshawn Smith, 21, gained access to Pride Rock Residence hall at Texas A&M UniversityâCommerce, where he is suspected of shooting his ex girlfriend Abbaney Matts, 20, and her sister Deja Matts, 19, to death. Abbaney's 2-year old son was also injured during the shooting."
9/16/2020,Sonora,California,No Info,High School,1,0.0,"At Sonora High School in downtown Sonora, student named Eric Aguiar (age 17) was shot and killed in the High School's parking lot."
9/16/2020,Macomb,Illinois,No Info,College,0,1.0,"Kavion Poplous, 18, was arrested and charged with attempted first-degree murder, aggravated battery, and aggravated discharge of a firearm in the shooting of a student in a dorm at Western Illinois University."
2/26/2021,New Orleans,Louisiana,No Info,High School,1,0.0,A New Orleans Police officer was shot and killed after trying to break up a fight at a high school basketball game at George Washington Carver High School.
3/1/2021,Pine Bluff,Arkansas,No Info,Middle School,1,0.0,A 15-year-old student was killed in a targeted shooting at Watson Chapel Junior High School.
4/12/2021,Knoxville,Tennessee,No Info,High School,1,1.0,A student armed with a handgun was shot and killed after a confrontation with a police officer at Austin-East High School. One officer was shot but survived.
4/26/2021,Plymouth,Minnesota,No Info,Middle School,0,0.0,An unidentified 6th-grade student fired several shots from a handgun into the ceiling in a hallway within Plymouth Middle School. He was taken into custody by police without incident. There were no reported casualties.
5/6/2021,Rigby,Idaho,No Info,Middle School,0,3.0,"Two students and one custodian were shot and wounded by a 6th-grade female student who opened fire inside Rigby Middle School in the morning hours of May 6, 2021. The perpetrator was disarmed by a teacher and taken into custody by police."
